# Identifier (Identifier der Ressource im Quellsystem des Publishers): Traktanden_SR_2018_bis_Heute_CSV
# Titel (Titel der Datei): Traktanden_SR_2018 bis heute mit Beschlüsse
# Beschreibung (Datei-Informationen): Die Traktandenliste aller Geschäfte und Beschlüsse zu den Stadtratssitzungen der Stadt Bern.
# Sprache (Sprache in der diese Datei vorliegt): Deutsch
# Erstellt (Datum der Veröffentlichung dieser Datei): 01.12.2017
# Geändert (Datum der letzten Änderung dieser Datei): 27.05.2019
# Nutzungsbedingungen (Art der Nutzung und Angabepflicht): Freie Nutzung - Quellenangben ist Pflicht (Autor, Titel und Link zum Datensatz).
# Zugangs-URL (Die URL über welche auf die Ressource zugegriffen werden kann): https://www.bern.ch/open-government-data-ogd/ogd-nach-themen/stadtrat-ogd
# Download-URL (URL der Datei um die Ressource direkt heruntergeladen werden kann): https://www.bern.ch/open-government-data-ogd/ogd-nach-themen/stadtrat-ogd/download-stadtraetische-traktanden-und-beschluesse-ogd/traktanden-sr-2018-bis-heute-mit-beschluesse.txt/download
# Dateigrösse (Angabe in Bytes): 196608
# Dateiformat (Datei Typ und Kürzel des Formats): CSV
# Autor der Datei (Ein oder mehrere Autoren dieser Datei): Ratssekretariat des Stadtrats der Stadt Bern
# Dateibezogene Zusatzinformationen (Der richtige Umgang und Interpretation die es ggf. zu berücksichtigen gilt.): Weitere Informationen zu den einzelnen Traktanden und Geschäfte finden Sie als PDF Datei unter https://www.bern.ch/politik-und-verwaltung/stadtrat/sitzung-geschaeft.



Datum;Traktanden Nr.;Traktandierungstitel;Beschluss Nr.;Traktandumstatus;Beschluss
08.11.2018;72;"Motion Interfraktionelle Frauengruppe (Lea Kusano, SP/Jacqueline Gafner Wasem, FDP/Christine Michel, GB/Judith Renner-Bach, BDP/Rahel Ruch, JA!/Barbara Streit-Stettler, EVP/Daniela Lutz, GFL/Béatrice Wertli, CVP): Geschlechterquote in den Kaderstellen der Stadtverwaltung und den öffentlich-rechtlichen Anstalten der Stadt Bern/Gleichstellungspreis für Unternehmen in der Stadt Bern; Fristverlängerung Punkt 1";2018-507;Beschlossen;Fristverl.
08.11.2018;86;"Motion Fraktion GLP (Melanie Mettler, GLP): Kulturförderungskonzept und -strategie in den Stadtrat; Begründungsbericht Punkt 1 und 2";2018-521;Beschlossen;Kenntnis
08.11.2018;87;"Motion Fraktion GB/JA! (Regula Tschanz, GB): Polit-Forum Käfigturm erhalten; Begründungsbericht";2018-522;Beschlossen;Kenntnis
08.11.2018;3;"Motion Manuel C. Widmer (GFL), Philip Kohli (BDP), Bernhard Eicher (FDP), Stéphanie Penher (GB), Simon Glauser (SVP): Gemeinsam für den Fussball und das Volksfest, dass er sein sollte!; Begründungsbericht";2018-438;Beschlossen;Kenntnis
08.11.2018;4;"Motion Fraktion GLP (Peter Ammann, GLP): Wer jahrelang von fiktiven AKW-Gewinnen profitiert, soll nun auch die Folgekosten tragen; Begründungsbericht";2018-439;Beschlossen;Kenntnis
08.11.2018;31;"Interfraktionelle Motion GFL/EVP, SP, GLP, BDP/CVP (Tania Espinoza Haller, GFL/Katharina Altas, SP/Peter Ammann, GLP/Kurt Hirsbrunner, BDP/Claudio Fischer, CVP): Beschäftigungsprogramme für Flüchtlinge in der Stadt Bern; Begründungsbericht";2018-466;Beschlossen;Kenntnis
08.11.2018;23;"Motion Fraktion SP (Bettina Stüssi/Yasemin Cevik, SP): Für die Zukunft bauen! Guter Unterricht braucht gute Infrastruktur: Wir fordern ein Schulzentrum im Wyssloch!; Begründungsbericht";2018-458;Beschlossen;Kenntnis
08.11.2018;24;"Motion Fraktion SP (Bettina Stüssi/Yasemin Cevik, SP): Tagesschule Wyssloch – jetzt bauen und dringend benötigten Schulraum sichern!; Begründungsbericht";2018-459;Beschlossen;Kenntnis
08.11.2018;25;"Motion Michael Köpfli (GLP): Frühere Kindergartenzuteilung und gemeinsame elektronische Abwicklung der Anmeldungen für Kita-Gutscheine und Tagesschule; Begründungsbericht";2018-460;Beschlossen;Kenntnis
08.11.2018;26;"Motion Fraktion GB/JA! (Seraina Patzen, JA!): Bessere politische Bildung für Jugendliche!; Begründungsbericht";2018-461;Beschlossen;Kenntnis
08.11.2018;27;"Interfraktionelle Motion SP, GB/JA!, FDP, SVP (Halua Pinto de Magalhães, SP/Franziska Grossenbacher, GB/Dannie Jost, FDP/Simon Glauser, SVP/Matthias Stürmer, EVP): Förderung von digitalen Kompetenzen und Vielfalt in der Schule; Begründungsbericht";2018-462;Beschlossen;Kenntnis
08.11.2018;28;"Motion Daniel Egloff (PdA): Schulgarten als Lernort; Begründungsbericht";2018-463;Beschlossen;Kenntnis
08.11.2018;30;"Motion Fraktion SP (Michael Sutter/Marieke Kruit, SP): Keine Zone für experimentelles Parkieren in der unteren Altstadt!; Begründungsbericht Punkt 4";2018-465;Beschlossen;Kenntnis
08.11.2018;29;"Motion Manuel C. Widmer (GFL), Gisela Vollmer (SP), Martin Mäder (BDP): Rückbau „Bypass Loryplatz“ wirklich umsetzen; Begründungsbericht";2018-464;Beschlossen;Kenntnis
08.11.2018;83;Interpellation Fraktion SP (Halua Pinto de Magalhães/Benno Frauchiger, SP): Soziale und politische Anforderungen an Smart City Bern 3 – Datenschutz und Mitbestimmung;2018-518;Beschlossen;Kenntnis
08.11.2018;84;Interpellation Fraktion FDP/JF (Bernhard Eicher, FDP): Zusammensetzung der Vereinsvorstände von anerkannten Quartierorganisationen;2018-519;Beschlossen;Kenntnis
08.11.2018;5;Interpellation Fraktion SP/JUSO (Patrizia Mordini, SP/Mohamed Abdirahim, JUSO): Einige Fragen im Zusammenhang mit dem Polizeiaufgebot und den Antifa-Aktionen vom 7. und 14.10.17;2018-440;Beschlossen;Kenntnis
08.11.2018;6;Interpellation Henri-Charles Beuchat (SVP): Missbrauch des Feueralarms in Berner Asylunterkünften «Fehlalarm durch Täuschung» an der Tagesordnung;2018-441;Beschlossen;Kenntnis
08.11.2018;7;Interfraktionelle Interpellation SP/JUSO, AL/GaP/PdA (Mohamed Abdirahim, JUSO/Tabea Rai, AL): Demo von 7.4.2018 – Willkür und Polizeigewalt: Warum?;2018-442;Beschlossen;Kenntnis
08.11.2018;19;Interpellation Fraktion SVP (Erich Hess, SVP): Wie hoch ist der Sozialhilfemissbrauch in der Stadt Bern?;2018-454;Beschlossen;Kenntnis
08.11.2018;20;Interpellation Henri-Charles Beuchat (SVP): Linker Spiessrutenlauf um Tretmine Spitex;2018-455;Beschlossen;Kenntnis
08.11.2018;21;Interpellation Fraktion SP/JUSO (Katharina Altas/Edith Siegenthaler, SP): Armut soll nicht vererbt werden – Wie können Familienergänzungsleistungen in Bern eingeführt werden?;2018-456;Beschlossen;Kenntnis
08.11.2018;58;Interpellation Fraktion SP/JUSO (Michael Sutter/Nora Krummen, SP): Wie weiter bei der Planung der Panoramabrücke?;2018-493;Beschlossen;Kenntnis
08.11.2018;73;Interpellation Fraktion FDP/JF (Bernhard Eicher, FDP): Fragen zu internen Anlässen der Stadt Bern;2018-508;Beschlossen;Kenntnis
08.11.2018;74;Interpellation Fraktion GLP/JGLP (Patrick Zillig, GLP): ICT-Strategie 2013-2016 der Stadt Bern – Stand der Umsetzung;2018-509;Beschlossen;Kenntnis
08.11.2018;85;Interpellation Fraktion GB/JA! (Stéphanie Penher, GB): Auswirkungen des Tamedia-Entscheides auf das lokale Medienangebot;2018-520;Beschlossen;Kenntnis
08.11.2018;8;Interpellation Christa Ammann, Tabea Rai (AL): Demo-Kartei und Bussenwillkür beim Polizeiinspektorat?;2018-443;Beschlossen;Kenntnis
08.11.2018;10;Interpellation Christa Ammann, Tabea Rai (AL): Ausstandspflicht PolizistInnen;2018-445;Beschlossen;Kenntnis
08.11.2018;9;Interpellation Tabea Rai, Christa Ammann (AL): Polizei macht Politik: Fake-news als neue Informationsbasis der RGM-Regierung?;2018-444;Beschlossen;Kenntnis
08.11.2018;11;Interpellation Fraktion BDP/CVP (Lionel Gaudy/Philip Kohli, BDP/Milena Daphinoff, CVP): Ist ewb schon am SMART-metern?;2018-446;Beschlossen;Kenntnis
08.11.2018;12;Interpellation Manuel C. Widmer (GFL): Fragen zu Präventivmassnahmen gegen mögliche Gewalttaten: Nutzen und Einsatz von Betonpollern und anderen Vorkehrungen?;2018-447;Beschlossen;Kenntnis
08.11.2018;22;Interpellation Zora Schneider (PdA): Kältewelle in Bern – Tut die Stadt genug für die Obdachlosen?;2018-457;Beschlossen;Kenntnis
08.11.2018;75;Interpellation Fraktion GFL/EVP (Lukas Gutzwiller, GFL): Wie ist die Struktur der Kaderlöhne und wie könnten diese konkurrenzfähiger ausgestaltet werden?;2018-510;Beschlossen;Kenntnis
08.11.2018;76;Interfraktionelle Interpellation SP/JUSO, GB/JA! (Marieke Kruit/Peter Marbet, SP/Franziska Grossenbacher, GB): Rasche Realisierung von gemeinnützigen Wohnungen auf dem Viererfeld/Mittelfeld: Vergabe von Baufeldern an eine Genossenschaft der Genossenschaften;2018-511;Beschlossen;Kenntnis
08.11.2018;88;Postulat Fraktion GFL/EVP (Manuel C. Widmer, GFL/Bettina Jans-Troxler EVP): KTB: Neue Transparenz- und Informationsregelung im Vertrag zwischen KTB, Kanton und Stadt Bern;2018-523;Beschlossen;Erheblicherkl.
08.11.2018;89;Postulat Fraktion GFL/EVP (Manuel C. Widmer, GFL/Bettina Jans-Troxler, EVP): KTB: Pflichtenheft für Städtische VertreterInnen in Kulturorganisationen;2018-524;Beschlossen;Erheblicherkl.
08.11.2018;32;"Interfraktionelle Motion SP, BDP/CVP, GB/JA!, FDP, GFL/EVP, SVP, GLP, AL/GPB-DA/PdA+ (Katharina Altas, SP/Kurt Hirsbrunner, BDP/Seraina Patzen, JA!/Barbara Freiburghaus, FDP/Manuel C. Widmer, GFL/Roland Jakob; SVP/Ursina Anderegg, GB/Michael Daphinoff, CVP/Melanie Mettler, GLP/Christa Ammann, AL/Daniel Egloff, PdA/Luzius Theiler, GPB-DA): Ein Jugendtreff im Bauernhaus des Brünnenguts";2018-467;Beschlossen;Erheblicherkl.
08.11.2018;33;Interfraktionelles Postulat FDP/JF, BDP/CVP, GFL/EVP, GLP/JGLP, GB/JA!, SP/JUSO, SVP (Thomas Berger, JF/Michael Daphinoff, CVP/Philip Kohli, BDP/Marcel Wüthrich, GFL/Maurice Lindgren, JGLP/Franziska Grossenbacher, GB/David Stampfli, SP/Alexander Feuz, SVP): Flexiblere Nutzungszeiten der Stadtberner Sportstätten;2018-468;Beschlossen;Erheblicherkl.
08.11.2018;34;Interfraktionelles Postulat FDP/JF, GLP/JGLP, BDP/CVP (Claudine Esseiva, FDP/Marianne Schild, GLP/Milena Daphinoff, CVP): Späterer Schulbeginn;2018-469;Beschlossen;Erheblicherkl.
08.11.2018;35;Interfraktionelles Postulat FDP/JF, GLP/JGLP, BDP/CVP (Claudine Esseiva, FDP/Marianne Schild, GLP/Milena Daphinoff, CVP): Engere Zusammenarbeit von KITAs und Kindergarten;2018-470;Beschlossen;Erheblicherkl.
08.11.2018;59;Motion Fraktion GFL/EVP (Patrik Wyss, GFL/Bettina Jans-Troxler, EVP): Antoniergässchen baldmöglichst aufwerten;2018-494;Beschlossen;Erheblicherkl.
08.11.2018;60;Motion Fraktion FDP/JF (Bernhard Eicher, FDP): Förderung des Fussverkehrs: Mehr Sitzgelegenheiten an öV-Haltestellen und bei beliebten Spazier- und Wanderwegen;2018-495;Beschlossen;Erheblicherkl.
08.11.2018;77;"Interfraktionelle Motion SP, GFL/EVP, GB/JA!  (Lena Sorg, SP/Daniel Klauser, GFL/Matthias Stürmer EVP/Christine Michel, GB): Kein Rückschritt bei der städtischen Wohnbauförderung!; Abschreibung";2018-512;Beschlossen;Abschreibung
08.11.2018;78;"Motion der Aufsichtskommission (Kurt Hirsbrunner, BDP/Nadja-Kehrli-Feldmann, SP): Schutzbestimmungen für Whistleblowing im Personalreglement verankern; Abschreibung";2018-513;Beschlossen;Abschreibung
08.11.2018;91;"Motion Fraktion GB/JA! (Franziska Grossenbacher, GB): Zukunft des Wifag-Areals an die Hand nehmen!; Abschreibung Punkt 2 und 3";2018-526;Beschlossen;Abschreibung
08.11.2018;36;"Postulat Fraktion AL/GPB-DA/PdA+ (Daniel Egloff, PdA/Mess Barry, parteilos): Die Stadt Bern soll eine Zufluchtsstadt werden und sich dem europäischen Netzwerk anschliessen; Prüfungsbericht";2018-471;Beschlossen;Genehmigung Prüf.bericht
08.11.2018;37;"Interfraktionelles Postulat SP, GB/JA!, GFL/EVP (Katharina Altas, SP/Leena Schmitter, GB/Seraina Patzen, JA!/Michael Burkard, GFL): Städte setzen ein solidarisches Zeichen – Direktaufnahme von Geflüchteten, jetzt!; Prüfungsbericht";2018-472;Beschlossen;Genehmigung Prüf.bericht
08.11.2018;56;"Motion Fraktion SP (Benno Frauchiger/Gisela Vollmer, SP): Entflechtung der Verkehrsströme im oberen Hirschengraben; Abschreibung";2018-491;Beschlossen;Abschreibung
08.11.2018;57;"Interfraktionelle Motion GB/JA!, GFL/EVP (Regula Tschanz, GB/Michael Steiner, GFL): Velohauptachse Köniz-Bern-Ostermundigen; Abschreibung";2018-492;Beschlossen;Fristverl.
08.11.2018;61;"I5100056, Fr. 26 000 000.00; Tram Bern West; überarbeitetes Projekt; Kreditabrechnung";2018-496;Beschlossen;Bewilligung
08.11.2018;92;Postulat Fraktion SP (Gisela Vollmer, SP): Günstigen Wohnraum im Bestand erhalten;2018-527;Beschlossen;Erheblicherkl.
08.11.2018;93;Interpellation Fraktion GB/JA! (Stéphanie Penher, GB): Anteil gemeinnütziger Wohnraum in der Stadt Bern;2018-528;Beschlossen;Kenntnis
08.11.2018;94;Postulat Fraktion SP (Gisela Vollmer/Benno Frauchiger, SP): Einseitige Stadtentwicklung: Immer grösserer Arbeitsplatzüberhang anstatt Wohnungen;2018-529;Beschlossen;Erheblicherkl.
08.11.2018;95;Postulat Fraktion SVP (Alexander Feuz/Kurt Rüegsegger/Hans Ulrich Gränicher, SVP): Fertig Luxusbauen! Bedürfnisse der Benutzer und Steuerzahler vermehrt berücksichtigen!;2018-530;Beschlossen;Erheblicherkl.
08.11.2018;62;Motion Fraktion SP (Michael Sutter/David Stampfli, SP): Friedliches Nebeneinander von Fussgängerinnen und Velofahrern zwischen Schönausteg und Eichholz;2018-497;Beschlossen;Erheblicherkl. als Postulat
08.11.2018;64;Postulat Fraktion SVP (Hans Ulrich Gränicher/Alexander Feuz, SVP): Erhöhen der Verkehrssicherheit für Fussgängerinnen und Fussgänger in der Berner Innenstadt durch Beschränken der Fahrgeschwindigkeit der Velofahrenden und/oder das Erlassen von Fahrverboten an stark frequentierten Orten;2018-499;Beschlossen;Ablehnung
08.11.2018;65;Interpellation Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher/Roland Jakob, SVP): Besserer Schutz der Fussgänger in der Stadt Bern vor Velorowdys und E-Bikes!;2018-500;Beschlossen;Kenntnis
08.11.2018;63;Motion Fraktion SVP (Alexander Feuz, SVP): Velowege an der Aare: Stopp unnötiger Planungskosten!;2018-498;Beschlossen;Ablehnung
08.11.2018;66;Interpellation Fraktion SVP (Rudolf Friedli, SVP): Verbilligte Velostationsabonnemente als Wahlgeschenke?;2018-501;Beschlossen;Verschiebung
08.11.2018;67;Postulat Fraktion SVP (Alexander Feuz/Roland Jakob, SVP): Schaffung neuer Begegnungszonen in Bern: Auch Hauseigentümer und Dienstbarkeitsberechtigte frühzeitig in den Entscheidungsprozess einbeziehen!;2018-502;Beschlossen;Ablehnung
08.11.2018;68;Postulat Henri Beuchat und Alexander Feuz (SVP): Bettelnde Tram-Musiker nerven Passagiere in der Stadt Bern;2018-503;Beschlossen;Ablehnung
08.11.2018;14;Postulat Kommission für Finanzen, Sicherheit und Umwelt FSU (Dannie Jost, FDP/Matthias Stürmer, EVP/Michael Burkard, GFL): Mehr Transparenz im Berner Taximarkt mit einer Berner Taxi-App;2018-449;Beschlossen;Genehmigung Prüf.bericht
08.11.2018;15;Interfraktionelles Postulat GLP, BDP/CVP (Claude Grosjean, GLP/Andrin Soppelsa, BDP): Bessere Voraussetzungen für Mobilitätsplattformen schaffen – regulatorische Hindernisse abbauen;2018-450;Beschlossen;Ablehnung
08.11.2018;13;Interpellation Fraktion SVP (Alexander Feuz/Roland Jakob, SVP): Was will der Gemeinderat: Rechtsfreie Reithalle für Anarchisten oder Rechtsgleichheit? Der Gemeinderat ist gefordert!;2018-448;Beschlossen;Kenntnis
01.11.2018;8;"Anstaltsreglement der Städtischen Verkehrsbetriebe (SVB) vom 28. September 1997 (SSSB 764.11)/Teilrevision; 1. Lesung";2018-422;Beschlossen;Rückweisung
01.11.2018;9;"Parkanlage Holligen Nord; Projektierungskredit";2018-423;Beschlossen;Bewilligung
01.11.2018;10;"Stadtteilpark Wyssloch: Entwicklung; Projektierungskredit";2018-424;Beschlossen;Bewilligung
01.11.2018;5;"Kleine Anfrage Fraktion SVP (Alexander Feuz/Roland Iseli, SVP): Fragen zur ausgewogenen Ernährung; Teil I";2018-419;Beschlossen;Kenntnis
01.11.2018;6;"Kleine Anfrage Fraktion SVP (Alexander Feuz/Roland Iseli, SVP): Fragen zur ausgewogenen Ernährung in den KITAS; Teil II";2018-420;Beschlossen;Kenntnis
01.11.2018;2;Kleine Anfrage Fraktion SVP (Alexander Feuz/Kurt Rüegsegger, SVP): Sanierung Thunstrasse: Werden endlich die Lehren aus Zürich gezogen?;2018-416;Beschlossen;Kenntnis
01.11.2018;3;Kleine Anfrage Barbara Freiburghaus (FDP): Gratis-Abo von Publibike;2018-417;Beschlossen;Kenntnis
01.11.2018;4;Kleine Anfrage Barbara Freiburghaus (FDP): Quartierküche Zieglerspital (2017.PRD.000055) – Wie organisiert die Stadt den Transport der vorbereiteten Mahlzeiten;2018-418;Beschlossen;Kenntnis
01.11.2018;1;Kleine Anfrage Michael Daphinoff (CVP): Klarheit bei GüWR-Wohnungen;2018-415;Beschlossen;Kenntnis
01.11.2018;16;"WLAN für städtische Volksschulen; Krediterhöhung";2018-430;Beschlossen;Bewilligung
01.11.2018;15;Bauernhaus und Stöckli Hubel (Hubelweg 5 + 9, 3086 Englisberg): Entwidmung und Übertragung vom Verwaltungs- ins Finanzvermögen;2018-429;Beschlossen;Bewilligung
01.11.2018;7;Wasserstrategie der Stadt Bern;2018-421;Beschlossen;Kenntnis
01.11.2018;17;Motion Fraktion AL/GPB-DA/PdA+ (Luzius Theiler, GPB-DA): Aufhebung der „Maulkorbrichtlinien“ zu Äusserungen städtischer MitarbeiterInnen in der Öffentlichkeit;2018-431;Beschlossen;Verschiebung
01.11.2018;18;Motion Fraktion SVP (Alexander Feuz, SVP): Zwischennutzungen städtischer Areale: Gleich lange Spiesse für alle! Transparenz und nicht rotgrüne Klientelpolitik ist gefordert!;2018-432;Beschlossen;Verschiebung
01.11.2018;19;Interfraktionelle Motion GB/JA!, GFL/EVP, AL/GPB-DA/PdA (Eva Krattiger, JA!/Katharina Gallizzi, GB/Marcel Wüthrich GFL/Matthias Stürmer, EVP/Daniel Egloff, PdA/Luzius Theiler, GPB-DA/Christa Ammann, AL/Tamara Funiciello, JUSO): Keine Rentengelder für die Kriegsmaterialproduktion!;2018-433;Beschlossen;Verschiebung
01.11.2018;11;Motion Michael Daphinoff (CVP): Veloroutennetz neu denken – ab auf schnellere und sicherere Nebenstrassen!;2018-425;Beschlossen;Ablehnung
01.11.2018;12;Postulat Michael Daphinoff (CVP): Sicheres, stressfreies und schnelles Vorwärtskommen auf den Velorouten: Direkte Veloverbindung vom Glasbrunnen zum Falkenplatz abseits der Länggassstrasse;2018-426;Beschlossen;Genehmigung Prüf.bericht
01.11.2018;13;Motion Fraktion FDP (Barbara Freiburghaus/Bernhard Eicher, FDP): Mobility Pricing – Stadt Bern macht nicht mit;2018-427;Beschlossen;Ablehnung
01.11.2018;14;Motion Fraktion GLP (Melanie Mettler, GLP): Effizientere Nutzung der Verkehrsinfrastruktur mittels Mobility-Pricing;2018-428;Beschlossen;Teilweise Erheblicherkl.
01.11.2018;20;Motion Fraktion SP/JUSO (Tamara Funiciello, JUSO/Johannes Wartenweiler, SP/Mohamed Abdirahim, JUSO): Hot Dogs für alle statt für wenige!;2018-434;Beschlossen;Verschiebung
01.11.2018;21;Interfraktionelle Motion FDP/JF, BDP/CVP, GLP/JGLP, GFL/EVP, SP/JUSO (Thomas Berger, JF/Vivianne Esseiva, FDP/Lionel Gaudy, BDP/Milena Daphinoff, CVP/Manuel C. Widmer, GFL/Lukas Meier, SP/Maurice Lindgren, JGLP): Gastronomiebetriebe in Stadtberner Bädern vom Badebetrieb trennen;2018-435;Beschlossen;Verschiebung
18.10.2018;4;Kleine Anfrage Luzius Theiler (GaP): Wundersames «Winterwunderland» auf der Kleinen Schanze;2018-398;Beschlossen;Kenntnis
18.10.2018;7;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Publiflop ohne Ende I: Ist die lila Markierung für Publibike rechtmässig?;2018-401;Beschlossen;Kenntnis
18.10.2018;8;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Publiflop ohne Ende II: Was kosten die Fehlplanungen der Stadt den Steuerzahler?;2018-402;Beschlossen;Kenntnis
18.10.2018;3;Kleine Anfrage Henri-Charles Beuchat (SVP): Sicherheitsvorkehrungen im Vorfeld der Kundgebung Marsch für's läbe vom 15. Sept. 2018;2018-397;Beschlossen;Kenntnis
18.10.2018;6;Kleine Anfrage Fraktion SVP (Roland Iseli/Alexander Feuz, SVP): Fragen zur rechtswidrigen Besetzung des Gaswerkareals Teil II;2018-400;Beschlossen;Kenntnis
18.10.2018;5;Kleine Anfrage Fraktion SVP (Roland Iseli/Alexander Feuz, SVP): Fragen zur rechtswidrigen Besetzung des Gaswerkareals Teil I;2018-399;Beschlossen;Kenntnis
18.10.2018;1;Protokollgenehmigung Stadtrat 2018 (Protokoll Nr. 15 vom 30.08.2018);2018-395;Beschlossen;Genehmigung
18.10.2018;11;"Tourismusförderung unter dem Dach von Bern Welcome: Vierjährige Leistungsverträge 2019 – 2022 mit der Bern Tourismus AG und der Bern Meetings & Events AG; Verpflichtungskredit in Stadtratskompetenz";2018-405;Beschlossen;Bewilligung
18.10.2018;12;"Verwaltungsgebäude Erlacherhof: Instandsetzungsarbeiten erste Etappe und Anpassung Sicherheit; Projektierungs- und Baukredit";2018-406;Beschlossen;Bewilligung
18.10.2018;14;"Tierpark Bern: Projekt «AareAlpen» (Steinwild); Kreditfreigabe";2018-408;Beschlossen;Bewilligung
18.10.2018;15;"Polizeiinspektorat: Ablösung der Applikation GEWEPO (Gewerbepolizeiapplikation): Projekt GPoBärn; Investitionskredit";2018-409;Beschlossen;Bewilligung
18.10.2018;16;"Abteilung Feuerwehr, Zivilschutz und Quartieramt: Ersatz zweier Autodrehleitern für die Berufsfeuerwehr der Stadt Bern; Investitionskredit";2018-410;Beschlossen;Bewilligung
18.10.2018;2;Agglomerationskommission (AKO): Ersatzwahl;2018-396;Beschlossen;Wahl
18.10.2018;9;"Geschäftsreglement (GRSR) des Stadtrats: Änderungsantrag Henri-Charles Beuchat (SVP) gemäss Art. 82; Zuweisung zur Vorberatung";2018-403;Beschlossen;Zuweisung
18.10.2018;13;Postulat Fraktion SP (Benno Frauchiger/Martin Krebs, SP): Alternative Arbeitszeitmodelle auch in der Exekutive: Einführung der Möglichkeit einer Teamkandidatur für den Gemeinderat;2018-407;Beschlossen;Erheblicherkl.
18.10.2018;10;"Erneuerung der Microsoft-Lizenzierung und -Wartung für die Bürokommunikationsarbeitsplätze und Server der Stadtverwaltung; Verpflichtungskredit";2018-404;Beschlossen;Bewilligung
18.10.2018;20;Interpellation Fraktion SVP (Alexander Feuz/Roland Jakob, SVP): Was will der Gemeinderat: Rechtsfreie Reithalle für Anarchisten oder Rechtsgleichheit? Der Gemeinderat ist gefordert!;2018-414;Beschlossen;Verschiebung
18.10.2018;17;Interfraktionelle Motion AL/GPB-DA/PdA+, GFL/EVP, GB/JA!, SP, GLP (Christa Ammann, AL/Daniel Egloff, PdA/Janine Wicki, GFL/Leena Schmitter, GB/Lena Sorg, SP/Melanie Mettler, GLP/Bettina Jans-Troxler, EVP): Stadtteile ohne Partnergewalt (StoP). Für ein Pilotprojekt in Bern!;2018-411;Beschlossen;Erheblicherkl. als Richtlinie
18.10.2018;18;Postulat Kommission für Finanzen, Sicherheit und Umwelt FSU (Dannie Jost, FDP/Matthias Stürmer, EVP/Michael Burkard, GFL): Mehr Transparenz im Berner Taximarkt mit einer Berner Taxi-App;2018-412;Beschlossen;Verschiebung
18.10.2018;19;Interfraktionelles Postulat GLP, BDP/CVP (Claude Grosjean, GLP/Andrin Soppelsa, BDP): Bessere Voraussetzungen für Mobilitätsplattformen schaffen – regulatorische Hindernisse abbauen;2018-413;Beschlossen;Verschiebung
20.09.2018;9;Dringliches Postulat Fraktion SVP (Alexander Feuz, SVP/Hans Ulrich Gränicher, SVP): Prüfung einer Velo-, evtl. Fussgängerverbindung in Zusammenarbeit mit dem ASTRA im Rahmen der Sanierung des Felsenauviaduktes;2018-382;Beschlossen;Ablehnung
20.09.2018;8;Dringliches interfraktionelles Postulat GFL/EVP, SP/JUSO (Manuel C. Widmer, GFL/Bettina Jans-Troxler, EVP/Nadja Kehrli-Fehlmann, SP): Bauteilbörse: Nachhaltiges und ressourcenschonendes Programm sichern!;2018-381;Beschlossen;Erheblicherkl.
20.09.2018;10;Dringliches interfraktionelles Postulat SVP, FDP/JF, BDP/CVP (Alexander Feuz, SVP/Hans Ulrich Gränicher, SVP/Thomas Berger, JF/Milena Daphinoff, CVP/Marianne Schild, GLP): Endlich sinnvolle Richtlinien für die Kulturförderung!;2018-383;Beschlossen;Ablehnung
20.09.2018;13;"Zwischennutzung Schützenmatte 2018–2021; Kredit";2018-386;Beschlossen;Bewilligung
20.09.2018;14;"Gesamtsanierung Volksschule Steckgut; Projektierungskredit";2018-387;Beschlossen;Bewilligung
20.09.2018;6;"Energie Wasser Bern (ewb); Ersatzwahl Verwaltungsrat für die Amtsdauer 2018 – 2020 (Ersatzwahl Többen)";2018-379;Beschlossen;Wahl
20.09.2018;12;Bericht über die Verwaltungskontrollarbeit der Aufsichtskommission (AK) im Jahr 2017;2018-385;Beschlossen;Kenntnis
20.09.2018;15;"Neubau öffentliche WC-Anlage Mühlenplatz; Baukredit";2018-388;Beschlossen;Bewilligung
20.09.2018;16;"Verwaltungsgebäude Meerhaus, Effingerstrasse 21: Anpassungen Erdgeschoss und Obergeschoss sowie Instandsetzungsarbeiten; Baukredit";2018-389;Beschlossen;Bewilligung
20.09.2018;17;"Intranet 3.0: Weiterentwicklung des Intranets und der «Arbeitsräume extern» der Stadt Bern; Investitions-/Verpflichtungskredit";2018-390;Beschlossen;Bewilligung
20.09.2018;7;Wahl in Schulkommission (Schulkommission Kirchenfeld-Schosshalde);2018-380;Beschlossen;Wahl
20.09.2018;1;Kleine Anfrage Milena Daphinoff (CVP): Wie steht es um die Nachfolge von Stephan Märki?;2018-374;Beschlossen;Kenntnis
20.09.2018;3;Kleine Anfrage Fraktion SVP (Alexander Feuz/Kurt Rüegsegger, SVP): Renovation Kirchenfeldbrücke: Wird das Fahrverbot durchgesetzt oder müssen fehlbare Radfahrer auf Weisung des Gemeinderates geschont werden?;2018-376;Beschlossen;Kenntnis
20.09.2018;2;Kleine Anfrage Luzius Theiler (GaP): Warum werden die beabsichtigten Leistungsverträge mit Bern Tourismus AG und Bern Meetings & Event AG nicht öffentlich ausgeschrieben?;2018-375;Beschlossen;Kenntnis
20.09.2018;4;Kleine Anfrage Luzius Theiler (GaP): Warum fördert der Gemeinderat die gefährlichen schnellen E-Bikes?;2018-377;Beschlossen;Kenntnis
