# Identifier (Identifier der Ressource im Quellsystem des Publishers): Traktanden_SR_2018_bis_Heute_CSV
# Titel (Titel der Datei): Traktanden_SR_2018 bis heute mit Beschlüsse
# Beschreibung (Datei-Informationen): Die Traktandenliste aller Geschäfte und Beschlüsse zu den Stadtratssitzungen der Stadt Bern.
# Sprache (Sprache in der diese Datei vorliegt): Deutsch
# Erstellt (Datum der Veröffentlichung dieser Datei): 01.12.2017
# Geändert (Datum der letzten Änderung dieser Datei): 27.05.2019
# Nutzungsbedingungen (Art der Nutzung und Angabepflicht): Freie Nutzung - Quellenangben ist Pflicht (Autor, Titel und Link zum Datensatz).
# Zugangs-URL (Die URL über welche auf die Ressource zugegriffen werden kann): https://www.bern.ch/open-government-data-ogd/ogd-nach-themen/stadtrat-ogd
# Download-URL (URL der Datei um die Ressource direkt heruntergeladen werden kann): https://www.bern.ch/open-government-data-ogd/ogd-nach-themen/stadtrat-ogd/download-stadtraetische-traktanden-und-beschluesse-ogd/traktanden-sr-2018-bis-heute-mit-beschluesse.txt/download
# Dateigrösse (Angabe in Bytes): 196608
# Dateiformat (Datei Typ und Kürzel des Formats): CSV
# Autor der Datei (Ein oder mehrere Autoren dieser Datei): Ratssekretariat des Stadtrats der Stadt Bern
# Dateibezogene Zusatzinformationen (Der richtige Umgang und Interpretation die es ggf. zu berücksichtigen gilt.): Weitere Informationen zu den einzelnen Traktanden und Geschäfte finden Sie als PDF Datei unter https://www.bern.ch/politik-und-verwaltung/stadtrat/sitzung-geschaeft.



Datum;Traktanden Nr.;Traktandierungstitel;Beschluss Nr.;Traktandumstatus;Beschluss
20.09.2018;5;Kleine Anfrage Fraktion SVP (Alexander Feuz/Kurt Rüegsegger/Ueli Jaisli, SVP): KaWeDe: muss das grosse Becken wirklich verkleinert werden? Welche Anlage wollen Kinder und Jugendlichen? Werden diese Wünsche im Wettbewerb die gebotene Beachtung finden?;2018-378;Beschlossen;Kenntnis
20.09.2018;11;Tätigkeitsbericht der Ombuds- und Datenaufsichtsstelle 2017;2018-384;Beschlossen;Kenntnis
20.09.2018;18;Postulat Fraktion SP (Gisela Vollmer, SP): Günstigen Wohnraum im Bestand erhalten;2018-391;Beschlossen;Verschiebung
20.09.2018;19;Interpellation Fraktion GB/JA! (Stéphanie Penher, GB): Anteil gemeinnütziger Wohnraum in der Stadt Bern;2018-392;Beschlossen;Verschiebung
20.09.2018;20;Postulat Fraktion SP (Gisela Vollmer/Benno Frauchiger, SP): Einseitige Stadtentwicklung: Immer grösserer Arbeitsplatzüberhang anstatt Wohnungen;2018-393;Beschlossen;Verschiebung
20.09.2018;21;Postulat Fraktion SVP (Alexander Feuz/Kurt Rüegsegger/Hans Ulrich Gränicher, SVP): Fertig Luxusbauen! Bedürfnisse der Benutzer und Steuerzahler vermehrt berücksichtigen!;2018-394;Beschlossen;Verschiebung
13.09.2018;6;Dringliche Interpellation Fraktion SVP (Alexander Feuz SVP): Nachlese zum Cup-Final – Auslegordnung: Wie sieht der Gemeinderat die Zukunft des Cup-Finals in Bern? Was für Verbesserungen müssten insbesondere im Bereich Sicherheit, Sauberkeit und Schutz der Bevölkerung angedacht werden?;2018-364;Beschlossen;Kenntnis
13.09.2018;3;Kleine Anfrage Fraktion SVP (Alexander Feuz SVP): Umfrage Liegeplätze KA-WE-DE: Traue keiner Statistik, die du nicht selber gefälscht hast?;2018-361;Beschlossen;Kenntnis
13.09.2018;4;Kleine Anfrage Fraktion FDP/JF (Oliver Berger/Viviane Esseiva, FDP): Auf welche Benchmarks und Best Practises stellt die Stadt Bern beim Stellenetat ab?;2018-362;Beschlossen;Kenntnis
13.09.2018;5;Kleine Anfrage Manuel C. Widmer (GFL): Sehr unterschiedliche Dichte von Veloverleihstationen bei «Velo Bern»;2018-363;Beschlossen;Kenntnis
13.09.2018;7;Produktegruppen-Budget 2019 (Abstimmungsbotschaft);2018-365;Beschlossen;Genehmigung
13.09.2018;8;"Erlass Naturgefahrenplan: Teilrevision der Bauordnung der Stadt Bern vom 24. September 2006 (BO; SSSB 721.1); Änderung der baurechtlichen Grundordnung (Abstimmungsbotschaft)";2018-366;Beschlossen;Genehmigung
13.09.2018;9;"Umsetzung der kantonalen Verordnung vom 25. Mai 2011 über die Begriffe und Messweisen im Bauwesen (BMBV; BSG 721.3); Teilrevision der Bauordnung der Stadt Bern vom 24. September 2006 (BO; SSSB 721.1) (Abstimmungsbotschaft)";2018-367;Beschlossen;Genehmigung
13.09.2018;2;Finanzdelegation (FD): Ersatzwahl;2018-360;Beschlossen;Wahl
13.09.2018;1;Aufsichtskommission (AK): Ersatzwahl;2018-359;Beschlossen;Wahl
13.09.2018;10;"Sport- und Freizeitanlage Weyermannshaus: Erneuerung Kunsteisbahn und Hallenbad; Projektierungskredit";2018-368;Beschlossen;Bewilligung
13.09.2018;11;"Einbau Quartierküche im Personalhaus Zieglerspital; Baukredit";2018-369;Beschlossen;Bewilligung
13.09.2018;12;Postulat Fraktion SP (Gisela Vollmer, SP): Günstigen Wohnraum im Bestand erhalten;2018-370;Beschlossen;Verschiebung
13.09.2018;13;Interpellation Fraktion GB/JA! (Stéphanie Penher, GB): Anteil gemeinnütziger Wohnraum in der Stadt Bern;2018-371;Beschlossen;Verschiebung
13.09.2018;14;Postulat Fraktion SP (Gisela Vollmer/Benno Frauchiger, SP): Einseitige Stadtentwicklung: Immer grösserer Arbeitsplatzüberhang anstatt Wohnungen;2018-372;Beschlossen;Verschiebung
13.09.2018;15;Postulat Fraktion SVP (Alexander Feuz/Kurt Rüegsegger/Hans Ulrich Gränicher, SVP): Fertig Luxusbauen! Bedürfnisse der Benutzer und Steuerzahler vermehrt berücksichtigen!;2018-373;Beschlossen;Verschiebung
30.08.2018;2;Kleine Anfrage Luzius Theiler (GaP): Wann kommt die städtische Digitalstrategie vor den Stadtrat?;2018-344;Beschlossen;Kenntnis
30.08.2018;4;Wahlen in Schulkommission (Schulkommission Heilpädagogische Schule);2018-346;Beschlossen;Wahl
30.08.2018;1;Protokollgenehmigung Stadtrat 2018 (Protokoll Nr. 11 vom 17.05.2018, Protokoll Nr. 12 vom 31.05.2018, Protokoll Nr. 13 vom 14. Juni 2018 sowie Protokoll Nr. 14 vom 28. Juni 2018);2018-343;Beschlossen;Genehmigung
30.08.2018;9;"Mittelstrasse 43: Schaffung eines öffentlichen Platzes im Rahmen des Mitwirkungsprogramms Wohnumfeldverbesserung (WUV5); Krediterhöhung";2018-351;Beschlossen;Bewilligung
30.08.2018;10;Versuchsbetrieb Tangentiallinie Bern Süd: Ausführungs- und Betriebskredit (Verpflichtungskredit zu Lasten der Erfolgsrechnung);2018-352;Beschlossen;Bewilligung
30.08.2018;11;"Velohauptroute Bern – Eigerplatz – Köniz (Gemeindegebiet Bern), Gesamtprojekt; Ausführungskredit";2018-353;Beschlossen;Bewilligung
30.08.2018;12;"Bundesplatz: Sanierung Wasserspiel und Einführung einer Begegnungszone im Bereich Amthausgasse-Schauplatzgasse; Ausführungskredit";2018-354;Beschlossen;Bewilligung
30.08.2018;5;Dringliche Motion Fraktion GB/JA! (Rahel Ruch, GB/Seraina Patzen, JA!): Unabhängige Untersuchung des Polizeieinsatzes vom 7.4.2018;2018-347;Beschlossen;Erheblicherkl. als Richtlinie
30.08.2018;6;"Geschäftsreglement (GRSR) des Stadtrats: Änderungsantrag freie Fraktion AL/GaP/PdA gemäss Art. 82; Zuweisung zur Vorberatung";2018-348;Beschlossen;Zuweisung
30.08.2018;7;"Geschäftsreglement (GRSR) des Stadtrats: Änderungsantrag Luzius Theiler (GaP) gemäss Art. 82; Zuweisung zur Vorberatung";2018-349;Beschlossen;Zuweisung
30.08.2018;8;"Schulinformatik «base4kids2»; Investitions- und Verpflichtungskredit (Abstimmungsbotschaft)";2018-350;Beschlossen;Bewilligung
30.08.2018;13;Interfraktionelle Motion SP, GB/JA! (David Stampfli, SP/Cristina Anliker-Mansour, GB): Tempo 30 auf der Achse Viktoriarain-Viktoriastrasse;2018-355;Beschlossen;Erheblicherkl. als Richtlinie
30.08.2018;14;Postulat Fraktion SVP (Alexander Feuz/Roland Jakob, SVP): Schaffung neuer Begegnungszonen in Bern: Auch Hauseigentümer und Dienstbarkeitsberechtigte frühzeitig in den Entscheidungsprozess einbeziehen!;2018-356;Beschlossen;Verschiebung
30.08.2018;15;Postulat Henri Beuchat und Alexander Feuz (SVP): Bettelnde Tram-Musiker nerven Passagiere in der Stadt Bern;2018-357;Beschlossen;Verschiebung
30.08.2018;3;Kommission für Soziales, Bildung und Kultur (SBK): Ersatzwahl;2018-358;Beschlossen;Wahl
28.06.2018;12;Dringliche Motion Fraktion GB/JA! (Rahel Ruch, GB/Seraina Patzen, JA!): Unabhängige Untersuchung des Polizeieinsatzes vom 7.4.2018;2018-338;Beschlossen;Verschiebung
28.06.2018;5;BERNMOBIL: Ersatzwahl Verwaltungsrat für die Amtsdauer bis Ende 2020 (Ersatzwahl Sedlmayer);2018-331;Beschlossen;Wahl
28.06.2018;1;Protokollgenehmigung Stadtrat 2018 (Protokoll Nr. 10 vom 03.05.2018);2018-327;Beschlossen;Genehmigung
28.06.2018;16;Wasserstrategie der Stadt Bern;2018-342;Beschlossen;Verschiebung
28.06.2018;10;"Sanierung Thunstrasse West; Projektierungskredit (Bauprojekt)";2018-336;Beschlossen;Bewilligung
28.06.2018;11;"Verkehrsberuhigung Brunnadern-Elfenau; Projektierungskredit (Bauprojekt)";2018-337;Beschlossen;Bewilligung
28.06.2018;13;Postulat Fraktion SP (Benno Frauchiger/Martin Krebs, SP): Alternative Arbeitszeitmodelle auch in der Exekutive: Einführung der Möglichkeit einer Teamkandidatur für den Gemeinderat;2018-339;Beschlossen;Verschiebung
28.06.2018;3;Kommission für Finanzen, Sicherheit und Umwelt (FSU): Ersatzwahl;2018-329;Beschlossen;Wahl
28.06.2018;4;Agglomerationskommission (AKO): Ersatzwahl;2018-330;Beschlossen;Wahl
28.06.2018;15;Tätigkeitsbericht der Ombuds- und der Datenaufsichtsstelle 2017;2018-341;Beschlossen;Verschiebung
28.06.2018;14;Bericht über die Verwaltungskontrollarbeit der Aufsichtskommission (AK) im Jahr 2017;2018-340;Beschlossen;Verschiebung
28.06.2018;6;Kleine Anfrage Barbara Freiburghaus (FDP): Verursacht das Veloverleihsystem doch Betriebskosten für die Stadt Bern?;2018-332;Beschlossen;Kenntnis
28.06.2018;7;Kleine Anfrage Fraktion GB/JA! (Ursina Anderegg, GB): Polizeiliche Videoüberwachung öffentlicher Raum beim Falkenplatz;2018-333;Beschlossen;Kenntnis
28.06.2018;2;Aufsichtskommission (AK): Ersatzwahl;2018-328;Beschlossen;Wahl
28.06.2018;8;Jahresbericht 2017;2018-334;Beschlossen;Kenntnis
28.06.2018;9;Dringliche interfraktionelle Motion FDP/JF, BDP/CVP (Barbara Freiburghaus, FDP/Michael Daphinoff, CVP): Eine echte Generationenbrücke für künftige Generationen statt Velobrücke und/oder Panoramasteg;2018-335;Beschlossen;Teilweise Erheblicherkl. als Postulat
14.06.2018;18;Motion Fraktion AL/GPB-DA/PdA+ (Christa Ammann, AL): Ein Haus der Vereine im Ringhof!;2018-320;Beschlossen;Erheblicherkl.
14.06.2018;19;Dringliche interfraktionelle Motion FDP/JF, BDP/CVP (Barbara Freiburghaus, FDP/Michael Daphinoff, CVP): Eine echte Generationenbrücke für künftige Generationen statt Velobrücke und/oder Panoramasteg;2018-321;Beschlossen;Verschiebung
14.06.2018;6;Kleine Anfrage Fraktion SVP (Alexander Feuz/Kurt Rüegsegger, SVP): Verkehrsberuhigung Brunnadern-/Elfenauquartier: offene Fragen!;2018-308;Beschlossen;Kenntnis
14.06.2018;5;Kleine Anfrage Christa Ammann (AL): Fragen zur Kommunikation rund um die Afrin-Kundgebung vom 7. April 2018;2018-307;Beschlossen;Kenntnis
14.06.2018;9;Kleine Anfrage Christa Ammann (AL): Entfernung von Transparenten bei der Grossen Halle;2018-311;Beschlossen;Kenntnis
14.06.2018;2;Kleine Anfrage Milena Daphinoff (CVP): Trauerspiel in der Sparte Schauspiel I;2018-304;Beschlossen;Kenntnis
14.06.2018;3;Kleine Anfrage Milena Daphinoff (CVP): Trauerspiel in der Sparte Schauspiel II;2018-305;Beschlossen;Kenntnis
14.06.2018;4;Kleine Anfrage Michael Daphinoff/Milena Daphinoff (CVP): Rettet das Radio-Studio Bern – Was tut der Gemeinderat?;2018-306;Beschlossen;Kenntnis
14.06.2018;8;Kleine Anfrage Fraktion SVP (Alexander Feuz/Kurt Rüegsegger, SVP): Sanierung Thunstrasse: Werden die Fussgänger in Zukunft wirksam geschützt oder muss zuerst ein Unfall passieren? Trial and error?;2018-310;Beschlossen;Kenntnis
14.06.2018;7;Kleine Anfrage Fraktion SVP (Alexander Feuz/Kurt Rüegsegger, SVP): Velo/Fussgänger-Mischverkehr auf den Trottoirs der Thunstrasse: Was gilt?;2018-309;Beschlossen;Kenntnis
14.06.2018;1;Protokollgenehmigung Stadtrat 2018 (Protokoll Nr. 09 vom 26.04.2018);2018-303;Beschlossen;Genehmigung
14.06.2018;16;"Neue Fallführungssoftware citysoftnet für den Sozialbereich; Investitions- und Verpflichtungskredit (Abstimmungsbotschaft)";2018-318;Beschlossen;Bewilligung
14.06.2018;15;"Volksschule Breitenrain: Anpassungen für drei Basisstufen- und drei Primarklassen; Baukredit";2018-317;Beschlossen;Bewilligung
14.06.2018;14;"Reglement über die Planungsmehrwertabgabe (Planungsmehrwertabgabereglement, PMAR); Erlass; 2. Lesung";2018-316;Beschlossen;Genehmigung
14.06.2018;13;"Polizeiinspektorat (Dienststelle 230); Nachkredit zum Globalbudget 2017";2018-315;Beschlossen;Bewilligung
14.06.2018;17;"Logistik Bern; Nachkredit zum Globalbudget 2017";2018-319;Beschlossen;Bewilligung
14.06.2018;20;Motion Fraktion SVP (Alexander Feuz, SVP): Velowege an der Aare: Stopp unnötiger Planungskosten!;2018-322;Beschlossen;Verschiebung
14.06.2018;21;Motion Fraktion SP (Michael Sutter/David Stampfli, SP): Friedliches Nebeneinander von Fussgängerinnen und Velofahrern zwischen Schönausteg und Eichholz;2018-323;Beschlossen;Verschiebung
14.06.2018;22;Postulat Fraktion SVP (Hans Ulrich Gränicher/Alexander Feuz, SVP): Erhöhen der Verkehrssicherheit für Fussgängerinnen und Fussgänger in der Berner Innenstadt durch Beschränken der Fahrgeschwindigkeit der Velofahrenden und/oder das Erlassen von Fahrverboten an stark frequentierten Orten;2018-324;Beschlossen;Verschiebung
14.06.2018;23;Interpellation Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher/Roland Jakob, SVP): Besserer Schutz der Fussgänger in der Stadt Bern vor Velorowdys und E-Bikes!;2018-325;Beschlossen;Verschiebung
14.06.2018;24;Interpellation Fraktion SVP (Rudolf Friedli, SVP): Verbilligte Velostationsabonnemente als Wahlgeschenke?;2018-326;Beschlossen;Verschiebung
14.06.2018;11;Integrierter Aufgaben- und Finanzplan 2019 - 2022;2018-313;Beschlossen;Kenntnis
14.06.2018;12;"Interfraktionelles Postulat SVP, BDP/CVP, FDP (Rudolf Friedli, SVP/Philip Kohli, BDP/Claudio Fischer, CVP/Christoph Zimmerli, FDP): Die alarmierende Zunahme der Verschuldung muss gebremst werden; Prüfungsbericht (Bericht zur Verschuldungssituation der Stadt Bern)";2018-314;Beschlossen;Kenntnis
14.06.2018;10;Dringliches interfraktionelles Postulat BDP/CVP, FDP/JF, SVP (Lionel Gaudy, BDP/Barbara Freiburghaus, FDP/Kurt Rüegsegger, SVP): Verkehrsregime Guisanplatz – Planung mit Verstand;2018-312;Beschlossen;Teilweise Erheblicherkl.
31.05.2018;10;Dringliches interfraktionelles Postulat BDP/CVP, FDP/JF, SVP (Lionel Gaudy, BDP/Barbara Freiburghaus, FDP/Kurt Rüegsegger, SVP): Verkehrsregime Guisanplatz – Planung mit Verstand;2018-294;Beschlossen;Verschiebung
31.05.2018;9;"Interfraktionelles Postulat SVP, BDP/CVP, FDP (Rudolf Friedli, SVP/Philip Kohli, BDP/Claudio Fischer, CVP/Christoph Zimmerli, FDP): Die alarmierende Zunahme der Verschuldung muss gebremst werden; Prüfungsbericht (Bericht zur Verschuldungssituation der Stadt Bern)";2018-293;Beschlossen;Verschiebung
31.05.2018;3;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Besetzung der Grossen Halle: Wer zahlt die Folgekosten?;2018-287;Beschlossen;Kenntnis
31.05.2018;6;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Bewertung durch Moody's: Kosten? Selbsteinschätzung der Finanzlage durch den Gemeinderat?;2018-290;Beschlossen;Kenntnis
31.05.2018;4;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Reithalle: Verbannung von «we love Techno», wer reagiert: das Umfeld, das Recht oder der Terror?;2018-288;Beschlossen;Kenntnis
31.05.2018;2;Kleine Anfrage Tabea Rai (AL): Dossier Kundgebungen: Ist das Verhalten des Sicherheitsdirektors noch tragbar?;2018-286;Beschlossen;Kenntnis
31.05.2018;5;Kleine Anfrage Thomas Berger (JF): Verzichtet die Grosse Halle freiwillig auf Einnahmen?;2018-289;Beschlossen;Kenntnis
31.05.2018;1;Protokollgenehmigung Stadtrat 2018 (Protokoll Nr. 08 vom 05.04.2018);2018-285;Beschlossen;Genehmigung
31.05.2018;8;Integrierter Aufgaben- und Finanzplan 2019 – 2022;2018-292;Beschlossen;Unterbruch
31.05.2018;11;Motion Fraktion SVP (Alexander Feuz, SVP): Velowege an der Aare: Stopp unnötiger Planungskosten!;2018-295;Beschlossen;Verschiebung
31.05.2018;12;Motion Fraktion SP (Michael Sutter/David Stampfli, SP): Friedliches Nebeneinander von Fussgängerinnen und Velofahrern zwischen Schönausteg und Eichholz;2018-296;Beschlossen;Verschiebung
31.05.2018;13;Postulat Fraktion SVP (Hans Ulrich Gränicher/Alexander Feuz, SVP): Erhöhen der Verkehrssicherheit für Fussgängerinnen und Fussgänger in der Berner Innenstadt durch Beschränken der Fahrgeschwindigkeit der Velofahrenden und/oder das Erlassen von Fahrverboten an stark frequentierten Orten;2018-297;Beschlossen;Verschiebung
31.05.2018;14;Interpellation Fraktion SVP (Alexander Feuz/Hans Ulrich Gränicher/Roland Jakob, SVP): Besserer Schutz der Fussgänger in der Stadt Bern vor Velorowdys und E-Bikes!;2018-298;Beschlossen;Verschiebung
31.05.2018;15;Interpellation Fraktion SVP (Rudolf Friedli, SVP): Verbilligte Velostationsabonnemente als Wahlgeschenke?;2018-299;Beschlossen;Verschiebung
31.05.2018;17;Postulat Fraktion SVP (Alexander Feuz/Roland Jakob, SVP): Schaffung neuer Begegnungszonen in Bern: Auch Hauseigentümer und Dienstbarkeitsberechtigte frühzeitig in den Entscheidungsprozess einbeziehen!;2018-301;Beschlossen;Verschiebung
31.05.2018;18;Postulat Henri Beuchat und Alexander Feuz (SVP): Bettelnde Tram-Musiker nerven Passagiere in der Stadt Bern;2018-302;Beschlossen;Verschiebung
31.05.2018;16;Interfraktionelle Motion SP, GB/JA! (David Stampfli, SP/Cristina Anliker-Mansour, GB): Tempo 30 auf der Achse Viktoriarain-Viktoriastrasse;2018-300;Beschlossen;Verschiebung
31.05.2018;7;Dringliche Interpellation Freie Fraktion AL/GaP/PdA (Luzius Theiler, GaP): Wettbewerb Viererfeld: Warum werden die Versprechungen in der Abstimmungsbotschaft nicht eingehalten?;2018-291;Beschlossen;Kenntnis
17.05.2018;10;Dringliche Motion Fraktion FDP/JF (Bernhard Eicher, FDP): Die Ecole française Internationale de Berne retten;2018-273;Beschlossen;Abschreibung
17.05.2018;9;Dringliche Motion Fraktion GFL/EVP (Manuel C. Widmer, GFL/Bettina Jans-Troxler, EVP): Neustart jetzt: Sicherheits- und Alarmsystem an Schulen;2018-272;Beschlossen;Erheblicherkl. als Richtlinie
17.05.2018;16;Dringliche Interpellation Freie Fraktion AL/GaP/PdA (Luzius Theiler, GaP): Wettbewerb Viererfeld: Warum werden die Versprechungen in der Abstimmungsbotschaft nicht eingehalten?;2018-279;Beschlossen;Verschiebung
17.05.2018;8;Dringliche Motion Lionel Gaudy, Philip Kohli (BDP): Bei einem Amoklauf bringt das Posthorn nichts – mehr Sicherheit an Berner Schulen!;2018-271;Beschlossen;Ablehnung
17.05.2018;2;Kleine Anfrage Fraktion BDP/CVP (Michel Daphinoff, CVP/Lionel Gaudy, BDP): Fragen zur Besetzung der Grossen Halle und zur Abstimmung über den Kredit von CHF 3 Mio. für die Sanierung;2018-265;Beschlossen;Kenntnis
17.05.2018;4;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Neues Länggasstram: Entlastung Spitalgasse und Marktgasse durch zweite Tramachse?;2018-267;Beschlossen;Kenntnis
17.05.2018;5;Kleine Anfrage Fraktion SVP (Alexander Feuz, SVP): Neues Länggasstram: Was kümmert mich mein Geschwätz von gestern! Entlastung von Spitalgasse und Marktgasse oder bewusste Irreführung der Stimmbürger?;2018-268;Beschlossen;Kenntnis
17.05.2018;3;Kleine Anfrage Henri-Charles Beuchat (SVP): Leistungserfassung Eigenleistungen und Finanzkompetenzordnung bei dem Kulturfest vom 24. Januar 2018;2018-266;Beschlossen;Kenntnis
17.05.2018;7;Kleine Anfrage Barbara Freiburghaus (FDP): Prioritärer Winterdienst;2018-270;Beschlossen;Kenntnis
17.05.2018;6;Kleine Anfrage Barbara Freiburghaus (FDP): Analyse des steigenden Freizeitverkehrs;2018-269;Beschlossen;Kenntnis
17.05.2018;17;Interfraktionelle Parlamentarische Initiative GLP/JGLP, FDP/JF, SVP, BDP/CVP, AL/GPB-DA/PdA (Melanie Mettler, GLP/Bernhard Eicher, FDP/Alexander Feuz, SVP/Philip Kohli, BDP/Daniel Egloff, PdA): Neutrales Wahlverfahren bei den Stadtberner Wahlen;2018-280;Beschlossen;Ablehnung
17.05.2018;11;TEAG Technologiepark-Immobilien AG (Morgenstrasse 128, 3018 Bern): Entwidmung und Übertragung vom Verwaltungs- ins Finanzvermögen;2018-274;Beschlossen;Bewilligung
17.05.2018;12;"Nutzung des städtischen Veloverleihsystems durch die Mitarbeitenden der Stadtverwaltung; Verpflichtungskredit und Nachkredit zum Globalbudget 2018 von Logistik Bern";2018-275;Beschlossen;Bewilligung
17.05.2018;1;Protokollgenehmigung Stadtrat 2018 (Protokoll Nr. 07 vom 22.03.2018);2018-264;Beschlossen;Genehmigung
17.05.2018;18;Postulat Fraktion SP (Benno Frauchiger/Martin Krebs, SP): Alternative Arbeitszeitmodelle auch in der Exekutive: Einführung der Möglichkeit einer Teamkandidatur für den Gemeinderat;2018-281;Beschlossen;Verschiebung
17.05.2018;19;Postulat Fraktion SP (Gisela Vollmer, SP): Günstigen Wohnraum im Bestand erhalten;2018-282;Beschlossen;Verschiebung
17.05.2018;20;Postulat Fraktion SVP (Alexander Feuz/Kurt Rüegsegger/Hans Ulrich Gränicher, SVP): Fertig Luxusbauen! Bedürfnisse der Benutzer und Steuerzahler vermehrt berücksichtigen!;2018-283;Beschlossen;Verschiebung
17.05.2018;21;Interpellation Fraktion GB/JA! (Stéphanie Penher, GB): Anteil gemeinnütziger Wohnraum in der Stadt Bern;2018-284;Beschlossen;Verschiebung
17.05.2018;13;Motion Fraktion SP/JUSO (Rithy Chheng, SP): Für mehr bezahlbare Wohnungen und fairere Mietverhältnisse in unserer Stadt dank Offenlegung des vorherigen Mietzinses;2018-276;Beschlossen;Erheblicherkl. als Richtlinie
17.05.2018;14;"Motion Fraktion SP (Rithy Chheng, SP): Charta – Zusammenarbeit zwischen der Stadt Bern und den gemeinnützigen Berner Wohnbauträgern; Begründungsbericht";2018-277;Beschlossen;Kenntnis
17.05.2018;15;Postulat Fraktion BDP/CVP (Milena Daphinoff, CVP/Andrin Soppelsa, BDP): Belebung der Altstadt durch Schaffung von neuem Wohnraum dank Verlagerung der städtischen Verwaltungseinrichtungen in periphere Stadtgebiete – ein prüfenswertes Szenario;2018-278;Beschlossen;Ablehnung
03.05.2018;39;"Interfraktionelle Motion GB/JA!, SP, GFL/EVP (Leena Schmitter, GB/Seraina Patzen, JA!/Michael Sutter, SP/Manuel C. Widmer, GFL): Unabhängige Untersuchung zum Polizeieinsatz bei den Miss-Schweiz-Wahlen; Begründungsbericht";2018-240;Beschlossen;Kenntnis
03.05.2018;1;"Motion Fraktion SP/JUSO (Andreas Flückiger/Rolf Schuler, SP): Wohnen im Kleefeld am Stadtbach; Fristverlängerung";2018-202;Beschlossen;Fristverl.
03.05.2018;21;"Motion Tania Espinoza Haller (GFL), Bettina Jans-Troxler (EVP), Sandra Ryser (GLP), Kurt Hirsbrunner (BDP), Claudio Fischer (CVP): Die Stadt Bern muss als Bundeshauptstadt Farbe bekennen: Das Zieglerspital soll möglichst rasch zum ersten (befristeten) Bundeszentrum für Asylsuchende (BZ) des Kantons Bern bestimmt werden; als rasche Zwischenlösung ist die Einrichtung eines städtischen Durchgangszentrums (DZ) ins Auge zu fassen; Begründungsbericht";2018-222;Beschlossen;Kenntnis
03.05.2018;2;"Interfraktionelles Postulat SP, GB/JA! (Peter Marbet, SP/Franziska Grossenbacher, GB): Meinen-Areal: Wohnungsbau für Familien fördern; Fristverlängerung";2018-203;Beschlossen;Fristverl.
03.05.2018;22;"Interfraktionelle Motion Fraktionen GB/JA!, SP, BDP/CVP, AL/GPB-DA/PdA+ (Leena Schmitter, GB/Seraina Patzen, JA!/Michael Sutter, SP/Lionel Gaudy, BDP/Claudio Fischer, CVP/Christa Ammann, AL): Plätze aus der Notunterkunft Hochfeld im Zieglerspital integrieren und Hochfeldbunker schliessen!; Begründungsbericht";2018-223;Beschlossen;Kenntnis
